mae_fold_0,mae_fold_1,mae_fold_2,mae_fold_3,mae_avg,mae_std,params
0.730738450660117,0.743129809282977,0.74229285998177,0.6954483831728291,0.7279023757744234,0.019366631893032615,"{numIters=75, seed=42, ratings=[D@14899482, learningRate=0.01, regularization=1.0, numFactors=4}"
2.5621952712348217,2.554652949363836,2.5944753858421543,2.597561915869146,2.5772213805774897,0.019016809163523135,"{numIters=100, seed=42, ratings=[D@14899482, learningRate=1.0, regularization=1.0, numFactors=12}"
2.428665842844961,2.433062401397934,2.4721072807213713,2.471659999412217,2.4513738810941206,0.020569186580345282,"{numIters=75, seed=42, ratings=[D@14899482, learningRate=1.0, regularization=1.0, numFactors=4}"
0.8208333036696949,0.8528553549423827,0.7990919892339005,0.8030010705823308,0.8189454296070772,0.02122397691340855,"{numIters=50, seed=42, ratings=[D@14899482, learningRate=0.001, regularization=0.01, numFactors=4}"
0.7783108610765365,0.7935716298381748,0.7596160557764904,0.7665282011518255,0.7745066869607568,0.01287760576050089,"{numIters=75, seed=42, ratings=[D@14899482, learningRate=0.001, regularization=0.001, numFactors=8}"
0.733382911167865,0.7675011743092235,0.7417100104887887,0.744518924787674,0.7467782551883879,0.01264581251355025,"{numIters=25, seed=42, ratings=[D@14899482, learningRate=0.01, regularization=0.001, numFactors=8}"
0.8046941369031564,0.8180974655928724,0.7736707506877295,0.7937365599865289,0.7975497282925719,0.016263439877067302,"{numIters=50, seed=42, ratings=[D@14899482, learningRate=0.001, regularization=0.01, numFactors=12}"
0.748626818134395,0.7604751067875011,0.7563912166212468,0.7613602038589534,0.7567133363505241,0.005030900328002613,"{numIters=75, seed=42, ratings=[D@14899482, learningRate=0.01, regularization=0.001, numFactors=8}"
0.7444010522504685,0.7734576469374451,0.7457433171180802,0.7339267639184096,0.7493821950561009,0.014633445862481912,"{numIters=25, seed=42, ratings=[D@14899482, learningRate=0.01, regularization=0.001, numFactors=4}"
2.240488181037894,2.1306274507831593,2.27556806035992,2.0513242529297715,2.1745019862776864,0.08897507809341632,"{numIters=75, seed=42, ratings=[D@14899482, learningRate=0.1, regularization=0.1, numFactors=8}"
2.095972791932176,1.870856779692513,2.2123911107275287,2.3174510179790433,2.1241679250828156,0.1659090009592326,"{numIters=75, seed=42, ratings=[D@14899482, learningRate=0.1, regularization=0.1, numFactors=4}"
2.4287324721575128,2.429208133730082,2.4584366535715705,2.4658234800641674,2.445550184880833,0.016785154675827776,"{numIters=75, seed=42, ratings=[D@14899482, learningRate=1.0, regularization=0.1, numFactors=12}"
2.2077439671373273,1.9309514601658009,2.455768751778987,2.217821208170795,2.2030713468132275,0.18583904526242462,"{numIters=50, seed=42, ratings=[D@14899482, learningRate=0.1, regularization=1.0, numFactors=12}"
0.7599317425437199,0.7858040825889754,0.7479671141719024,0.7334010622351431,0.7567760003849351,0.019213097582365588,"{numIters=50, seed=42, ratings=[D@14899482, learningRate=0.01, regularization=0.1, numFactors=12}"
2.426158154045346,2.429208133730082,2.4584366535715705,2.4638703550641674,2.4444183241027915,0.01687956435544516,"{numIters=25, seed=42, ratings=[D@14899482, learningRate=1.0, regularization=0.01, numFactors=12}"
2.373703364571642,2.055502388393771,2.2336105076611945,2.1731535213652706,2.2089924454979695,0.11465095067159907,"{numIters=100, seed=42, ratings=[D@14899482, learningRate=0.1, regularization=1.0, numFactors=4}"
2.433730893390994,2.4111545203718303,2.4592082585098423,2.453935459230835,2.4395072828758755,0.018931102258927045,"{numIters=50, seed=42, ratings=[D@14899482, learningRate=1.0, regularization=0.001, numFactors=12}"
2.437648581827079,2.4320299978674744,2.471153760236601,2.471877482520325,2.4531774556128703,0.018447218112855306,"{numIters=75, seed=42, ratings=[D@14899482, learningRate=1.0, regularization=1.0, numFactors=8}"
2.089220605315697,2.225918078875568,2.2987312880276716,2.1886252591522917,2.200623807842807,0.07553065026742004,"{numIters=100, seed=42, ratings=[D@14899482, learningRate=0.1, regularization=1.0, numFactors=8}"
0.7368085668015651,0.7655849928050404,0.7524596266025844,0.7118417322677701,0.74167372961924,0.020010634398342567,"{numIters=50, seed=42, ratings=[D@14899482, learningRate=0.01, regularization=1.0, numFactors=4}"
2.204620708930017,2.3350745299002726,2.2452065523501927,2.2621408241719116,2.2617606538380985,0.04720720425134546,"{numIters=50, seed=42, ratings=[D@14899482, learningRate=0.1, regularization=0.1, numFactors=4}"
0.7760646993701105,0.7777009530974123,0.7709911070353579,0.7442970025049787,0.7672634405019649,0.013488482113435014,"{numIters=75, seed=42, ratings=[D@14899482, learningRate=0.01, regularization=0.01, numFactors=12}"
0.8206089046908402,0.8527753067198895,0.7989492390972419,0.8024898971854151,0.8187058369233466,0.021316837818916155,"{numIters=50, seed=42, ratings=[D@14899482, learningRate=0.001, regularization=0.1, numFactors=4}"
0.7671594508307773,0.7871007601136994,0.7300832301202925,0.7510780254259338,0.7588553666226758,0.020946855032440537,"{numIters=100, seed=42, ratings=[D@14899482, learningRate=0.001, regularization=1.0, numFactors=12}"
2.169693277242387,2.101706114103913,2.218013107952108,2.251902787993612,2.1853288218230054,0.056430450627430274,"{numIters=25, seed=42, ratings=[D@14899482, learningRate=0.1, regularization=1.0, numFactors=8}"
0.7336729086438601,0.7594994033060654,0.747691524064877,0.7519916254989789,0.7482138653784454,0.009398764560422058,"{numIters=50, seed=42, ratings=[D@14899482, learningRate=0.01, regularization=0.001, numFactors=8}"
