mae_fold_0,mae_fold_1,mae_fold_2,mae_fold_3,mae_avg,mae_std,params
0.7814973135322422,0.7703593912191427,0.743602590223454,0.7481828671086459,0.7609105405208711,0.015609731071723084,"{numIters=25, seed=42, beta=15.0, alpha=0.6, numFactors=4}"
0.7453342886710322,0.7441871028368505,0.7131382878882027,0.7183721808331687,0.7302579650573136,0.01462593267098208,"{numIters=75, seed=42, beta=25.0, alpha=0.2, numFactors=12}"
0.7508729685953877,0.76938765294981,0.714398492441664,0.7252935275237824,0.739988160377661,0.021526568196193155,"{numIters=75, seed=42, beta=15.0, alpha=0.8, numFactors=4}"
0.7637803223088832,0.7614175490190247,0.7024801367939572,0.720370424303611,0.737012108106369,0.02637027455415009,"{numIters=75, seed=42, beta=5.0, alpha=0.6, numFactors=12}"
0.7670222615988209,0.7759632066394951,0.7237375489716712,0.7334182200375525,0.7500353093118849,0.021957414822174465,"{numIters=100, seed=42, beta=5.0, alpha=0.4, numFactors=8}"
0.7292181943993301,0.7280048803709683,0.6713419088363999,0.6959422185729511,0.7061268005449124,0.02411211960887956,"{numIters=25, seed=42, beta=15.0, alpha=0.4, numFactors=12}"
0.7598478904896421,0.7648489410115028,0.7302021979444939,0.7487532643141562,0.7509130734399487,0.01330079414857878,"{numIters=50, seed=42, beta=25.0, alpha=0.2, numFactors=8}"
0.7679296311306569,0.7735840119591617,0.7271371506606414,0.729946400681485,0.7496492986079862,0.021225232933042324,"{numIters=75, seed=42, beta=5.0, alpha=0.4, numFactors=8}"
0.7121124285318596,0.7232164964686245,0.6723626956730784,0.6939286855127694,0.7004050765465829,0.019272660268139112,"{numIters=100, seed=42, beta=15.0, alpha=0.4, numFactors=12}"
0.764786483903147,0.7643727179976508,0.705901596422811,0.7214619300221321,0.7391306820864352,0.026037172836887352,"{numIters=50, seed=42, beta=5.0, alpha=0.6, numFactors=12}"
0.7729804567232902,0.7788316602712108,0.7382052782493135,0.7646818277558617,0.763674805749919,0.01554056227620449,"{numIters=75, seed=42, beta=25.0, alpha=0.2, numFactors=4}"
0.7438544027288295,0.757848094003948,0.7123100758944249,0.7304493948537246,0.7361154918702317,0.016815165937044785,"{numIters=100, seed=42, beta=15.0, alpha=0.6, numFactors=4}"
0.6931508012654647,0.7129760436808642,0.6625748353559028,0.6842986120355727,0.6882500730844512,0.018098498801538347,"{numIters=75, seed=42, beta=25.0, alpha=0.6, numFactors=12}"
0.7629489996186605,0.7749491029118442,0.7449133218201117,0.7348345259149193,0.754411487566384,0.015557597309413071,"{numIters=100, seed=42, beta=5.0, alpha=0.6, numFactors=4}"
0.7432372543623669,0.7543748236629797,0.7016576405932315,0.7294692795168627,0.7321847495338603,0.019709359518552374,"{numIters=50, seed=42, beta=25.0, alpha=0.8, numFactors=4}"
0.7284789641959701,0.7352918335637085,0.682857725477452,0.6998937310501341,0.7116305635718162,0.021268249521691502,"{numIters=100, seed=42, beta=15.0, alpha=0.6, numFactors=8}"
0.7151390979297402,0.7224950797065093,0.6712242541484078,0.6966528945095757,0.7013778315735582,0.019791878904158816,"{numIters=75, seed=42, beta=15.0, alpha=0.4, numFactors=12}"
0.7846528111320417,0.7921404153549,0.7262400338461156,0.7451148773232492,0.7620370344140766,0.027319734400678298,"{numIters=50, seed=42, beta=5.0, alpha=0.2, numFactors=12}"
0.8398186924671972,0.7893468602959253,0.7534147253024754,0.78965695990622,0.7930593094929546,0.0307550451695277,"{numIters=25, seed=42, beta=5.0, alpha=0.2, numFactors=4}"
0.7738248781698082,0.7775719606879273,0.7291306558002272,0.7356030575674987,0.7540326380563653,0.021826535661561,"{numIters=50, seed=42, beta=5.0, alpha=0.8, numFactors=12}"
0.7577866116666989,0.7645604563896181,0.718906662128833,0.7268218740670755,0.7420189010630565,0.01950556095251983,"{numIters=75, seed=42, beta=15.0, alpha=0.2, numFactors=12}"
0.7834022423405596,0.795405832033123,0.7275825563289111,0.7457076559154031,0.7630245716544992,0.027476387623521076,"{numIters=75, seed=42, beta=5.0, alpha=0.2, numFactors=12}"
