mae_fold_0,mae_fold_1,mae_fold_2,mae_fold_3,mae_avg,mae_std,numFactors,numIters,seed
1.5776070492303143,1.5729942433675264,1.5827920916769302,1.5806142368086098,1.578501905270845,0.003674328200465234,4,100,42
1.5919308737486841,1.5890887389824062,1.597417196747932,1.5939262977289168,1.5930907768019849,0.0030322304732005824,4,25,42
1.6316087864411877,1.6306902734701954,1.6217549540860952,1.626293055256696,1.6275867673135433,0.00392084572297181,8,100,42
1.5707215998423683,1.5673323261005825,1.5761115550323574,1.572966286626027,1.571782941900334,0.003204357359423105,4,50,42
1.6225146798406662,1.6211914843776165,1.6130308281347405,1.617258522563496,1.61849887872913,0.003701852389888967,8,75,42
1.6166869707314804,1.6150003713318393,1.6073805148078562,1.6113114434080955,1.6125948250698179,0.003583587899460292,8,50,42
