mae_fold_0,mae_fold_1,mae_fold_2,mae_fold_3,mae_avg,mae_std,numFactors,lambda,gamma,numIters,seed
1.051555118484887,1.0532444781410255,1.053007751290601,1.0537239731792485,1.0528828302739406,8.088161753625132E-4,12,1.0,0.01,25,42
1.0824105317896155,1.0828108077825418,1.0823584067459748,1.0835835705043548,1.0827908292056216,4.900135759550052E-4,4,1.0,0.001,100,42
1.0059988399693942,1.0058472584010547,1.0054174762962715,1.0059065695348433,1.0057925360503908,2.231755460364764E-4,12,0.1,0.01,75,42
1.3167681394434714,1.3238791064571733,1.3237299642384477,0.0,0.9910943025347732,0.5722157752374609,8,0.01,0.1,50,42
Infinity,0.0,0.0,0.0,Infinity,NaN,12,0.01,0.1,50,42
0.9952358305206643,0.9976951393376245,0.9968184953403568,0.9964154245092142,0.996541222426965,8.843468847619414E-4,8,0.001,0.001,75,42
0.0,0.0,0.0,0.0,0.0,0.0,8,0.01,1.0,25,42
1.317597094850247,1.322831305790117,0.0,0.0,0.660107100160091,0.6601096941435451,8,0.01,0.1,75,42
0.0,0.0,0.0,0.0,0.0,0.0,8,0.1,1.0,100,42
1.0787357640717437,1.0785850776509762,1.0781769153667111,1.0802048925738603,1.0789256624158228,7.66340541782136E-4,8,1.0,0.1,100,42
0.0,0.0,0.0,0.0,0.0,0.0,8,1.0,1.0,75,42
0.976030540126905,0.9788790118395071,0.9767358466143191,0.9766412388180282,0.9770716593496899,0.0010780171944145523,4,0.1,0.01,50,42
0.0,0.0,0.0,0.0,0.0,0.0,12,0.01,0.1,75,42
1.310534554530669,1.3195343940925097,0.0,1.3122126565661052,0.985570401297321,0.5690293991110679,4,0.001,0.1,100,42
0.0,0.0,0.0,0.0,0.0,0.0,4,0.1,1.0,100,42
0.9882921014519955,0.9903439758996655,0.9886309653863258,0.989851364458143,0.9892796017990324,8.449394794508405E-4,8,0.1,0.01,50,42
1.0129953152733395,1.015384136969618,1.0145847832802726,1.014365111150047,1.0143323366683192,8.600455719008093E-4,8,0.01,0.001,50,42
1.1093684096109786,1.1096330984091622,1.1097513014492626,1.1107985580105206,1.1098878418699811,5.437718449983443E-4,4,0.1,0.1,50,42
0.9985613224764264,0.9986353233538818,0.998137333201358,0.9978579926584056,0.9982979929225179,3.1723258514373157E-4,12,0.1,0.01,50,42
0.0,0.0,0.0,0.0,0.0,0.0,8,0.001,1.0,25,42
0.9831063508421156,0.9863619998733727,0.9843613724761092,0.9848013808334086,0.9846577760062516,0.0011640206643615922,4,0.1,0.01,75,42
1.1545354224306517,1.155113979686177,1.1533138693090732,1.1559521301975175,1.1547288504058548,9.597296360293689E-4,8,0.001,0.01,100,42
1.050533544276805,1.0508687499851177,1.0507485620331831,1.0525325070570255,1.051170840838033,7.952766926263831E-4,4,1.0,0.01,50,42
0.997220586680677,0.9988245532760248,0.9969224309317144,0.9985407175903767,0.9978770721196982,8.186053355842476E-4,8,0.1,0.01,75,42
0.9961501520737721,0.9985446447791867,0.9977030424070449,0.9973136111419396,0.9974278626004858,8.614702470858642E-4,8,0.01,0.001,75,42
0.9793597231453914,0.9798834551572545,0.9793736291937415,0.9798931153260506,0.9796274807056095,2.6087323195541593E-4,4,0.001,0.001,100,42
1.0581345047242492,1.0573400565917688,1.05755067138608,1.054209659636814,1.056808723084728,0.001528531185448754,12,0.001,0.01,25,42
1.0040949288483962,1.0054917115730935,1.0043525623867329,1.0037584996293478,1.0044244256093926,6.512083340778185E-4,12,0.01,0.001,75,42
1.1137982393096366,1.1155019747781978,1.1147429253484218,1.1160156318490224,1.1150146928213198,8.356044740319462E-4,8,0.1,0.1,75,42
0.0,0.0,0.0,0.0,0.0,0.0,12,0.1,1.0,25,42
1.1149230245958772,1.1148819378303443,1.1157138308928216,1.1165618560935522,1.1155201623531488,6.867563968983069E-4,4,0.1,0.1,75,42
0.0,0.0,0.0,0.0,0.0,0.0,12,0.001,1.0,75,42
1.080007343045285,1.0799342361311492,1.0797516796345183,1.0814965634568208,1.0802974555669433,6.985386055441402E-4,8,1.0,0.1,25,42
0.0,0.0,0.0,0.0,0.0,0.0,8,0.1,1.0,25,42
1.1135676133117751,1.1146931252961816,1.1127541419180274,1.1152754087809742,1.1140725723267395,9.778987515241513E-4,8,0.01,0.01,100,42
0.0,0.0,0.0,0.0,0.0,0.0,4,0.01,1.0,50,42
1.0041895610402514,1.0054733322541938,1.0036261519012724,1.005249459260438,1.0046346261140389,7.577187712411941E-4,8,0.1,0.01,100,42
0.0,0.0,0.0,0.0,0.0,0.0,4,0.1,1.0,25,42
1.079148423538584,1.0789483486423452,1.0787072169093999,1.0814163579605143,1.0795550867627108,0.0010859005346356841,4,1.0,0.1,25,42
0.0,0.0,0.0,0.0,0.0,0.0,12,0.01,1.0,25,42
0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,1.0,75,42
0.0,0.0,0.0,0.0,0.0,0.0,4,0.001,1.0,75,42
0.0,0.0,0.0,0.0,0.0,0.0,12,0.001,1.0,50,42
0.0,0.0,0.0,0.0,0.0,0.0,8,1.0,1.0,50,42
0.0,0.0,0.0,0.0,0.0,0.0,8,0.001,1.0,50,42
0.9962403850622938,0.9973433292151881,0.9962567702401621,0.9957961957837489,0.9964091700753481,5.70110706596661E-4,12,0.001,0.001,100,42
